0,0.76
1,0.76
2,0.7599
3,0.7596
4,0.7592
5,0.7572
6,0.7563
7,0.754
8,0.754
9,0.7528
10,0.7511
11,0.7493
12,0.7452
13,0.7429
14,0.738
15,0.7351
16,0.7323
17,0.7292
18,0.7257
19,0.722
20,0.7182
21,0.7097
22,0.7052
23,0.7011
24,0.6965
25,0.6965
26,0.6916
27,0.6863
28,0.6808
29,0.6751
30,0.6692
31,0.663
32,0.6565
33,0.6499
34,0.6429
35,0.6358
36,0.6284
37,0.6284
38,0.6208
39,0.6129
40,0.6048
41,0.5964
42,0.5964
43,0.5878
44,0.5788
45,0.5695
46,0.5599
47,0.5501
48,0.5501
49,0.5294
50,0.5185
51,0.5185
52,0.5074
53,0.4959
54,0.4841
55,0.4594
56,0.4594
57,0.449
58,0.4374
59,0.4249
60,0.3981
61,0.3839
62,0.372
63,0.3589
64,0.3448
65,0.33
66,0.33
67,0.3148
68,0.299
69,0.283
70,0.2669
71,0.2506
72,0.2506
73,0.2341
74,0.2167
75,0.1993
76,0.1646
77,0.1469
78,0.1314
79,0.1152
80,0.0978
81,0.0798
82,0.0616
83,0.0616
84,0.025
85,0.0048
86,-0.0134
87,-0.0312
88,-0.0493
89,-0.0678
90,-0.0866
91,-0.1054
92,-0.1054
93,-0.1242
94,-0.1452
95,-0.1654
96,-0.1844
97,-0.2029
98,-0.2214
99,-0.2401
100,-0.3163
101,-0.3357
102,-0.3528
103,-0.37
104,-0.4061
105,-0.4061
106,-0.435
107,-0.45
108,-0.4623
109,-0.4765
110,-0.4927
111,-0.5094
112,-0.5257
113,-0.5413
114,-0.5713
115,-0.5859
116,-0.5978
117,-0.7453
118,-0.7058
119,-0.6774
120,-0.6686
121,-0.6807
122,-0.6951
123,-0.708
124,-0.7189
125,-0.7288
126,-0.7385
127,-0.7483
128,-0.7673
129,-0.7765
130,-0.7866
131,-0.7912
132,-0.7958
133,-0.8021
134,-0.8168
135,-0.824
136,-0.8283
137,-0.8323
138,-0.8367
139,-0.8367
140,-0.8411
141,-0.8466
142,-0.8513
143,-0.857
144,-0.8586
145,-0.8585
146,-0.8584
147,-0.8589
148,-0.8596
149,-0.86
150,-0.8598
151,-0.8589
152,-0.8576
153,-0.8576
154,-0.8559
155,-0.853
156,-0.846
157,-0.842
158,-0.8391
159,-0.8356
160,-0.8311
161,-0.8258
162,-0.8199
163,-0.8199
164,-0.8137
165,-0.8048
166,-0.7959
167,-0.7877
168,-0.7797
169,-0.7797
170,-0.7621
171,-0.7503
172,-0.7407
173,-0.7316
174,-0.7316
175,-0.7216
176,-0.6932
177,-0.6779
178,-0.6643
179,-0.6643
180,-0.6514
181,-0.6176
182,-0.6003
183,-0.5848
184,-0.5848
185,-0.5703
186,-0.553
187,-0.5363
188,-0.5211
189,-0.5065
190,-0.5065
191,-0.4762
192,-0.458
193,-0.4418
194,-0.4265
195,-0.4265
196,-0.4108
197,-0.371
198,-0.3505
199,-0.3317
200,-0.3149
201,-0.2989
202,-0.2827
203,-0.2489
204,-0.2489
205,-0.234
206,-0.2167
207,-0.1988
208,-0.1812
209,-0.1641
210,-0.1641
211,-0.1471
212,-0.1276
213,-0.1086
214,-0.0911
215,-0.0745
216,-0.0581
217,-0.0247
218,0.0092
219,0.0238
220,0.0238
221,0.0393
222,0.057
223,0.0745
224,0.0909
225,0.0909
226,0.1067
227,0.1454
228,0.1827
229,0.1985
230,0.1985
231,0.2135
232,0.2308
233,0.2469
234,0.2612
235,0.2744
236,0.2873
237,0.3128
238,0.3255
239,0.3255
240,0.3378
241,0.3526
242,0.3665
243,0.3784
244,0.3984
245,0.3984
246,0.4049
247,0.4135
248,0.4235
249,0.4336
250,0.443
251,0.4517
252,0.4599
253,0.4677
254,0.4752
255,0.4824
256,0.4893
257,0.4958
258,0.502
259,0.5077
260,0.5131
261,0.5131
262,0.5181
263,0.5248
264,0.5307
265,0.535
266,0.5381
267,0.5406
268,0.543
269,0.5452
270,0.5472
271,0.5487
272,0.5499
273,0.551
274,0.551
275,0.5505
276,0.549
277,0.548
278,0.5469
279,0.5455
280,0.5438
281,0.5438
282,0.5415
283,0.538
284,0.5343
285,0.5307
286,0.5307
287,0.527
288,0.5211
289,0.515
290,0.5097
291,0.5048
292,0.5048
293,0.4997
294,0.4919
295,0.4841
296,0.4771
297,0.4708
298,0.4708
299,0.4638
300,0.4542
301,0.4446
302,0.4361
303,0.4283
304,0.4207
305,0.4124
306,0.4038
307,0.3948
308,0.3858
309,0.3858
310,0.3767
311,0.3648
312,0.3528
313,0.3423
314,0.3423
315,0.3319
316,0.3202
317,0.3085
318,0.298
319,0.2877
320,0.2777
321,0.2671
322,0.2567
323,0.2458
324,0.2351
325,0.2242
326,0.2135
327,0.2025
328,0.1918
329,0.1809
330,0.1702
331,0.1702
332,0.1483
333,0.1346
334,0.1231
335,0.1127
336,0.1127
337,0.1024
338,0.0895
339,0.077
340,0.0656
341,0.0656
342,0.0548
343,0.0427
344,0.031
345,0.0202
346,0.0103
347,0.0103
348,0.0003
349,-0.0121
350,-0.0241
351,-0.0344
352,-0.0437
353,-0.0437
354,-0.0623
355,-0.0741
356,-0.0838
357,-0.0918
358,-0.0918
359,-0.1003
360,-0.1228
361,-0.1445
362,-0.153
363,-0.153
364,-0.1606
365,-0.1691
366,-0.1768
367,-0.1885
368,-0.1885
369,-0.1907
370,-0.1916
371,-0.194
372,-0.194
373,-0.1973
374,-0.2025
375,-0.2076
376,-0.2154
377,-0.2186
378,-0.2186
379,-0.2257
380,-0.2308
381,-0.2342
382,-0.2368
383,-0.2368
384,-0.2499
385,-0.255
386,-0.2589
387,-0.2615
388,-0.2635
389,-0.2673
390,-0.2673
391,-0.2683
392,-0.27
393,-0.2741
394,-0.2761
395,-0.2769
396,-0.2773
397,-0.2778
398,-0.2786
399,-0.2793
400,-0.2793
401,-0.2798
402,-0.2803
403,-0.2805
404,-0.2801
405,-0.2801
406,-0.2796
407,-0.2788
408,-0.278
409,-0.277
410,-0.2759
411,-0.2746
412,-0.2732
413,-0.2717
414,-0.27
415,-0.2681
416,-0.2681
417,-0.2662
418,-0.2631
419,-0.2564
420,-0.2533
421,-0.2519
422,-0.2506
423,-0.2484
424,-0.2454
425,-0.242
426,-0.2385
427,-0.2318
428,-0.2283
429,-0.2262
430,-0.2262
431,-0.2193
432,-0.2136
433,-0.2096
434,-0.2064
435,-0.2032
436,-0.1994
437,-0.1953
438,-0.191
439,-0.1823
440,-0.1779
441,-0.1754
442,-0.1729
443,-0.1646
444,-0.1589
445,-0.1552
446,-0.1518
447,-0.1482
448,-0.1391
449,-0.1337
450,-0.13
451,-0.1266
452,-0.1228
453,-0.1182
454,-0.1134
455,-0.1085
456,-0.1038
457,-0.0991
458,-0.0991
459,-0.0945
460,-0.0877
461,-0.0811
462,-0.0757
463,-0.0757
464,-0.0708
465,-0.0637
466,-0.057
467,-0.0516
468,-0.0473
469,-0.0362
470,-0.029
471,-0.0274
472,-0.0271
473,-0.0256
474,-0.0221
475,-0.0174
476,-0.0174
477,-0.0091
478,-0.0031
479,0.0009
480,0.0037
481,0.0037
482,0.007
483,0.0122
484,0.0174
485,0.0218
486,0.0254
487,0.0287
488,0.0319
489,0.0353
490,0.0387
491,0.0421
492,0.0421
493,0.0454
494,0.0564
495,0.0623
496,0.0664
497,0.0688
498,0.0729
499,0.0755
500,0.0761
501,0.0774
502,0.0793
503,0.0793
504,0.0819
505,0.0861
506,0.0963
507,0.1018
508,0.1018
509,0.1054
510,0.1084
511,0.1122
512,0.1165
513,0.1209
514,0.1246
515,0.1246
516,0.1281
517,0.1324
518,0.1357
519,0.1373
520,0.1379
521,0.1383
522,0.1387
523,0.1393
524,0.1399
525,0.1406
526,0.1406
527,0.1404
528,0.1397
529,0.1397
530,0.1395
531,0.1391
532,0.1386
533,0.1372
534,0.1372
535,0.1367
536,0.1357
537,0.1346
538,0.1335
539,0.1335
540,0.1323
541,0.1305
542,0.1287
543,0.1272
544,0.1246
545,0.1234
546,0.1227
547,0.1219
548,0.1205
549,0.1205
550,0.1191
551,0.1166
552,0.114
553,0.1118
554,0.1083
555,0.1083
556,0.1074
557,0.1052
558,0.1027
559,0.1001
560,0.0978
561,0.0957
562,0.0936
563,0.0915
564,0.0893
565,0.087
566,0.087
567,0.0848
568,0.0812
569,0.0741
570,0.0711
571,0.0711
572,0.066
573,0.0623
574,0.0599
575,0.0571
576,0.0559
577,0.0534
578,0.0521
579,0.0508
580,0.0491
581,0.0469
582,0.0445
583,0.042
584,0.0397
585,0.0374
586,0.033
587,0.033
588,0.032
589,0.0299
590,0.0272
591,0.0245
592,0.0199
593,0.0179
594,0.0175
595,0.0178
596,0.017
597,0.0151
598,0.0126
599,0.0101
600,0.0078
601,0.0057
602,0.0037
603,0
604,-0.0018
605,-0.0027
606,-0.0052
607,-0.0094
608,-0.0097
609,0.01
610,0.0142
611,0.0184
612,0.0214
613,0.0142
614,-0.0021
615,-0.0097
616,-0.0212
617,-0.0241
618,-0.0244
619,-0.0242
620,-0.0249
621,-0.0249
622,-0.026
623,-0.028
624,-0.0302
625,-0.0321
626,-0.0337
627,-0.0362
628,-0.0373
629,-0.0379
630,-0.0394
631,-0.0405
632,-0.0414
633,-0.0424
634,-0.0434
635,-0.0454
636,-0.0465
637,-0.047
638,-0.047
639,-0.0478
640,-0.0489
641,-0.0499
642,-0.0516
643,-0.0522
644,-0.0523
645,-0.0525
646,-0.0525
647,-0.0528
648,-0.0532
649,-0.0537
650,-0.0542
651,-0.0547
652,-0.0553
653,-0.0557
654,-0.0555
655,-0.0549
656,-0.0548
657,-0.055
658,-0.0553
659,-0.0556
660,-0.0558
661,-0.0557
662,-0.0555
663,-0.0555
664,-0.0554
665,-0.0553
666,-0.0552
667,-0.055
668,-0.0548
669,-0.0545
670,-0.0543
671,-0.0539
672,-0.0539
673,-0.0537
674,-0.0534
675,-0.0529
676,-0.0525
677,-0.0521
678,-0.0516
679,-0.0511
680,-0.0501
681,-0.0496
682,-0.0493
683,-0.0487
684,-0.0482
685,-0.0472
686,-0.0467
687,-0.0463
688,-0.0453
689,-0.0447
690,-0.0447
691,-0.044
692,-0.0402
693,-0.0373
694,-0.0369
695,-0.0401
696,-0.0341
697,-0.023
698,-0.0093
699,-0.0086
700,-0.0134
701,-0.0226
702,-0.0254
703,-0.026
704,-0.0251
705,-0.0216
706,-0.0182
707,-0.0182
708,-0.0267
709,-0.0267
710,-0.0279
711,-0.0259
712,-0.0239
713,-0.0226
714,-0.022
715,-0.0217
716,-0.0213
717,-0.0207
718,-0.02
719,-0.0192
720,-0.0184
721,-0.0176
722,-0.0168
723,-0.016
724,-0.0153
725,-0.0146
726,-0.0138
727,-0.013
728,-0.0123
729,-0.0115
730,-0.0107
731,-0.01
732,-0.0092
733,-0.0085
734,-0.0077
735,-0.007
736,-0.0062
737,-0.0062
738,-0.0056
739,-0.0045
740,-0.0035
741,-0.0026
742,-0.0012
743,0.0004
744,0.0002
745,-0.0005
746,-0.0008
747,-0.0003
748,0.0005
749,0.0014
750,0.0022
751,0.0034
752,0.0039
753,0.004
754,0.0042
755,0.0053
756,0.0061
757,0.0066
758,0.007
759,0.0079
760,0.0089
761,0.0094
762,0.0093
763,0.0092
764,0.0098
765,0.0113
766,0.0122
767,0.0125
768,0.0095
769,0.0064
770,0.0072
771,0.0099
772,0.0138
773,0.0203
774,0.0304
775,0.0442
776,0.0556
777,0.0368
778,0.0245
779,0.0245
780,0.0221
781,0.0251
782,0.0385
783,0.0442
784,0.046
785,0.0422
786,0.0373
787,0.0339
788,0.0339
789,0.0321
790,0.03
791,0.028
792,0.0281
793,0.0289
794,0.0295
